AT,AP,AH,AFDP,GTEP,TIT,TAT,CDP
15.438,1026.5,69.603,4.6365,24.439,1086.6,550.4,11.811
14.95,1026.8,69.981,4.5693,24.324,1085.6,550.15,11.866
14.411,1027.1,69.058,3.9591,20.457,1057.3,546.71,10.765
13.458,1027.1,70.767,3.8338,19.654,1046.8,542.87,10.525
12.601,1027.1,73.628,3.8622,19.882,1052.1,545.52,10.635
9.8045,1026.9,81.969,4.0169,20.079,1035.5,533.55,10.598
9.3398,1026.8,84.543,3.998,20.004,1042.4,538.4,10.592
8.7751,1026.5,85.945,4.0257,20.042,1035.1,533.07,10.619
8.3303,1026.2,87.049,4.0429,20.025,1034.0,531.83,10.627
8.2342,1026.1,88.854,4.0141,19.999,1034.2,532.37,10.624
7.9094,1025.9,88.785,4.0882,19.981,1033.9,532.25,10.633
8.0315,1025.9,90.377,4.1004,20.009,1033.8,532.01,10.646
8.7476,1026.0,90.724,4.0621,19.851,1048.9,542.64,10.659
10.744,1026.1,90.94,4.0459,19.941,1058.6,549.2,10.69
13.698,1026.3,78.114,4.7263,24.703,1087.5,549.77,11.95
15.046,1026.3,73.9,4.7523,24.725,1087.8,550.15,11.985
15.64,1026.0,70.73,4.7939,24.738,1088.4,549.97,11.998
16.483,1025.5,67.257,4.5248,22.968,1077.0,549.75,11.471
17.737,1024.9,62.859,4.4611,22.749,1076.0,550.17,11.393
18.639,1024.2,55.884,4.4539,22.797,1075.9,550.0,11.366
18.228,1023.5,56.372,3.9582,19.871,1057.8,550.01,10.497
18.24,1022.8,56.241,3.9558,19.832,1057.5,549.97,10.543
17.662,1022.5,59.322,3.9178,19.703,1057.1,550.01,10.589
15.629,1022.1,65.921,4.2489,22.23,1071.9,550.29,11.244
14.809,1022.1,67.886,4.5929,24.693,1086.8,550.04,11.903
14.254,1022.0,68.398,4.3317,22.831,1074.5,548.83,11.371
13.584,1021.7,70.986,3.8338,19.73,1051.8,546.35,10.6
11.994,1021.4,76.061,3.8644,19.767,1047.6,543.3,10.502
10.716,1021.0,82.295,3.9081,19.73,1045.8,542.14,10.465
10.031,1020.8,84.761,4.0052,19.83,1044.3,540.71,10.487
9.7321,1020.6,86.257,4.0266,19.609,1047.0,542.65,10.535
9.7232,1020.2,86.288,4.026,19.75,1041.9,539.01,10.539
9.6306,1019.9,88.021,4.0641,19.856,1045.4,541.49,10.6
9.6312,1019.8,87.801,4.0878,19.859,1045.7,541.61,10.664
8.8999,1019.8,86.489,4.6324,23.095,1073.6,546.96,11.46
7.8267,1019.8,88.205,4.2147,20.029,1047.4,541.43,10.61
8.4497,1019.8,91.283,4.1719,19.77,1027.8,529.97,10.558
10.304,1020.0,94.514,4.1029,19.554,1049.6,545.46,10.56
12.669,1020.2,91.337,4.8636,24.609,1086.2,549.89,11.841
13.335,1020.0,91.933,4.9035,24.743,1086.9,550.1,11.885
14.561,1019.8,87.209,4.8628,24.879,1087.4,549.92,11.923
16.397,1019.5,75.144,4.8192,24.93,1088.0,549.69,11.937
18.292,1019.2,63.994,4.0323,20.01,1058.3,549.98,10.573
19.523,1018.7,57.182,3.9791,19.798,1056.5,549.95,10.484
19.863,1018.3,56.615,4.0129,20.074,1058.2,549.91,10.564
19.018,1017.9,64.978,3.9153,19.737,1056.2,549.93,10.444
19.013,1017.7,59.326,3.9117,19.763,1056.3,550.07,10.456
18.663,1017.7,62.879,3.913,19.73,1055.8,549.94,10.393
17.484,1017.9,66.71,4.5448,24.053,1081.4,549.55,11.703
15.59,1018.3,62.457,4.2547,22.182,1072.4,550.0,11.271
14.686,1018.2,66.358,4.6296,24.536,1086.0,549.73,11.974
14.483,1018.1,65.852,3.8588,19.498,1055.3,549.62,10.544
14.536,1018.3,64.111,3.8198,19.42,1052.7,547.92,10.49
13.841,1018.3,67.793,3.8722,19.896,1059.1,550.11,10.527
13.357,1018.2,69.608,3.8519,19.498,1054.0,548.55,10.543
13.264,1018.0,69.064,3.8421,19.396,1052.0,547.36,10.418
12.417,1017.7,71.664,3.8318,19.422,1048.6,544.85,10.417
12.092,1017.7,72.927,3.8049,19.529,1050.4,545.96,10.426
11.967,1018.1,74.146,3.8007,19.512,1049.8,545.52,10.455
11.979,1018.6,76.696,3.8679,19.551,1051.5,546.76,10.487
13.459,1018.8,75.665,3.8879,19.57,1056.1,549.96,10.587
15.166,1018.7,72.194,4.7692,24.819,1087.8,550.26,12.008
16.556,1018.7,66.529,4.9058,25.483,1091.1,550.31,12.187
17.543,1018.5,62.559,4.8614,25.278,1090.2,550.31,12.216
18.531,1018.0,57.741,4.8937,25.422,1090.1,549.78,12.134
19.13,1017.3,56.037,4.7265,24.432,1084.6,549.97,11.832
20.091,1016.6,52.209,4.4539,22.543,1073.2,549.94,11.322
19.616,1015.9,56.229,4.0141,19.966,1058.1,550.07,10.54
18.695,1015.5,57.557,4.0148,19.971,1058.3,549.92,10.614
17.902,1015.2,59.33,3.9685,19.872,1057.5,550.01,10.555
17.525,1015.0,56.596,3.9376,19.738,1056.6,550.01,10.53
16.948,1015.2,55.903,4.7959,25.484,1090.6,550.25,12.149
15.745,1015.3,60.553,4.7111,25.059,1088.6,549.79,12.082
14.437,1015.1,65.684,4.6007,24.389,1085.3,550.0,11.93
13.352,1014.8,69.204,4.6293,24.733,1087.2,549.91,12.033
12.534,1014.5,71.264,4.429,23.485,1078.9,549.43,11.531
11.007,1014.2,75.717,3.8417,19.57,1047.7,544.29,10.472
10.894,1013.5,76.652,3.8635,19.635,1045.2,542.6,10.48
10.538,1012.9,77.272,3.8807,19.765,1040.6,539.17,10.445
9.6686,1012.7,80.712,3.9189,19.794,1044.5,541.41,10.482
12.71,1012.8,83.467,4.7202,24.628,1085.8,549.67,11.968
14.371,1013.2,77.768,4.7952,24.854,1087.4,550.11,12.001
16.402,1013.6,70.64,4.8616,25.12,1088.5,549.68,11.95
17.861,1014.2,55.208,3.9475,19.743,1056.7,549.83,10.508
17.243,1014.7,48.63,4.6192,23.591,1080.1,550.1,11.638
16.518,1014.8,47.102,4.8139,24.744,1087.9,550.03,11.883
15.952,1014.8,48.567,4.0085,19.801,1058.3,550.02,10.613
15.456,1015.3,52.308,3.9263,19.36,1055.6,549.98,10.451
14.34,1015.9,55.374,3.8937,19.287,1054.4,549.48,10.432
13.033,1016.5,56.401,3.8822,19.349,1051.6,547.4,10.538
11.974,1017.2,59.35,4.6287,24.07,1084.4,549.9,11.859
11.404,1018.6,63.874,4.6904,24.533,1087.4,549.94,11.958
11.031,1019.5,71.457,4.6509,24.388,1086.5,549.99,11.901
10.853,1020.0,74.452,4.6566,24.355,1086.4,550.29,11.818
10.708,1020.3,81.037,4.4943,23.089,1079.2,549.91,11.564
10.523,1020.5,85.627,4.159,20.64,1060.3,547.7,10.814
9.5861,1021.4,84.562,3.9987,19.396,1050.1,545.53,10.498
9.1649,1021.6,85.69,4.0363,19.714,1041.0,538.31,10.521
9.3639,1021.6,84.185,4.0173,19.73,1040.7,538.2,10.549
9.3576,1021.7,82.677,4.0157,19.718,1039.9,537.38,10.53
8.9657,1022.0,85.3,4.0849,19.898,1049.3,542.66,10.707
9.1492,1022.3,85.716,4.0299,19.659,1035.4,534.82,10.563
10.103,1022.5,65.361,4.6433,24.434,1086.5,549.72,11.908
10.775,1022.5,56.582,4.6762,24.586,1087.5,549.88,11.956
11.845,1022.1,55.285,4.6953,24.572,1087.6,549.91,11.929
12.773,1021.5,53.471,4.2555,21.641,1060.9,543.92,11.053
13.284,1020.7,52.512,4.4942,22.764,1073.3,547.48,11.462
13.482,1019.8,51.006,4.751,24.275,1086.2,550.17,11.886
13.485,1018.8,52.237,4.7366,24.049,1084.8,550.03,11.721
13.309,1017.8,54.111,4.3046,21.195,1061.0,545.77,10.968
13.336,1017.2,56.672,4.3483,21.664,1067.8,548.39,11.12
12.877,1016.6,61.191,4.73,24.128,1084.5,549.74,11.831
12.367,1015.9,63.494,4.7273,24.203,1085.3,549.86,11.778
11.989,1015.6,65.627,4.6851,24.022,1084.2,550.19,11.782
11.732,1015.3,68.06,4.7096,24.308,1085.7,550.2,11.904
11.652,1014.8,66.15,4.6897,24.264,1085.4,549.81,11.928
11.638,1014.3,62.339,4.6361,24.092,1083.9,549.89,11.778
10.764,1014.2,75.103,4.48,23.331,1078.8,549.94,11.559
10.128,1014.1,73.621,3.8648,19.293,1050.1,547.27,10.41
9.7494,1014.0,76.892,3.9139,19.498,1046.6,543.41,10.446
9.7201,1013.7,77.077,3.9286,19.767,1042.0,539.91,10.455
9.9345,1013.6,77.019,3.8976,19.636,1043.6,541.13,10.469
10.048,1013.6,76.682,3.8728,19.565,1045.0,541.78,10.497
10.382,1013.7,79.797,3.9085,19.587,1045.3,542.52,10.418
10.271,1013.8,85.698,4.2907,21.048,1060.6,546.73,10.889
10.559,1014.2,87.522,4.7844,24.111,1083.7,549.76,11.793
11.494,1014.6,82.364,4.7908,24.657,1087.1,550.01,11.988
12.926,1015.1,72.824,4.6851,24.256,1085.1,550.05,11.816
13.57,1015.3,69.581,4.7076,24.379,1085.3,549.95,11.818
13.748,1015.4,73.727,4.7385,24.372,1085.1,550.08,11.827
13.959,1015.6,73.797,4.7559,24.333,1085.3,549.71,11.908
13.027,1015.6,82.437,4.84,24.348,1085.6,550.02,11.942
13.077,1015.6,80.143,4.7993,24.288,1084.4,549.74,11.836
14.058,1015.7,72.101,4.7722,24.422,1085.0,550.19,11.729
14.316,1016.0,72.925,4.53,22.993,1076.7,550.18,11.451
14.441,1016.4,67.964,4.7745,24.549,1086.3,550.08,11.916
13.485,1016.6,73.869,4.7347,24.517,1085.9,550.03,11.835
12.859,1016.8,75.185,4.7343,24.524,1086.4,549.79,11.911
12.164,1017.0,78.486,4.7354,24.383,1085.5,550.15,11.916
10.534,1017.0,84.472,4.8333,24.38,1085.8,549.99,11.847
9.4447,1017.0,85.111,4.7814,24.055,1083.9,549.85,11.823
8.4787,1016.8,85.128,4.8061,24.045,1084.3,550.04,11.792
7.678,1016.4,86.774,4.8542,24.022,1084.3,550.08,11.916
7.4612,1016.0,89.754,4.9048,23.959,1084.2,549.98,11.887
8.37,1015.7,96.571,4.8672,23.106,1076.6,548.27,11.48
8.6738,1015.3,94.862,4.3061,19.451,1047.0,543.43,10.455
8.572,1014.8,95.375,4.5438,20.839,1058.3,545.62,10.866
7.945,1014.5,94.699,5.197,23.988,1084.2,549.86,11.744
7.0877,1014.5,91.732,5.2678,24.302,1085.8,549.94,11.862
7.4901,1014.5,94.632,5.1665,24.443,1086.2,550.03,11.893
10.096,1014.3,94.062,4.9906,24.64,1086.9,549.61,11.943
12.274,1014.1,81.434,4.8712,24.615,1087.2,549.98,12.029
13.637,1013.8,76.18,4.9214,24.694,1088.0,550.01,12.088
14.74,1013.1,73.623,4.949,24.603,1086.8,549.95,11.999
15.615,1012.3,71.927,4.992,24.746,1087.6,550.37,11.951
16.761,1011.2,64.655,5.0585,24.954,1088.0,549.89,11.95
17.506,1010.2,58.949,5.0425,25.045,1088.3,549.66,11.955
17.662,1009.3,55.536,5.0354,25.035,1088.3,549.9,11.963
17.934,1008.6,55.433,5.0163,25.043,1088.0,550.22,11.966
17.445,1008.2,60.114,4.9145,24.957,1087.5,550.39,11.988
15.869,1007.8,67.926,4.8554,24.897,1087.3,550.31,12.035
14.686,1008.0,73.013,4.8119,24.866,1086.8,549.85,11.908
13.976,1008.1,78.433,4.8326,24.859,1087.3,549.73,11.997
14.065,1007.7,77.558,4.851,24.818,1086.9,549.94,11.951
14.105,1007.6,78.116,4.8406,24.635,1086.8,550.14,12.019
14.277,1007.2,68.519,4.8506,24.749,1087.4,549.83,11.94
14.223,1006.8,67.566,4.4576,22.474,1073.5,549.98,11.243
14.096,1006.1,70.673,3.9758,19.574,1056.1,549.89,10.46
13.74,1005.2,72.164,3.9883,19.433,1055.0,549.9,10.285
13.584,1004.5,71.963,3.9796,19.507,1055.8,549.74,10.369
13.532,1003.7,72.582,3.9327,19.481,1055.2,549.91,10.482
13.762,1003.0,73.988,4.6681,23.747,1080.3,550.33,11.603
14.016,1002.7,76.563,4.877,24.801,1087.4,549.79,11.918
14.049,1003.0,76.092,4.8355,24.861,1086.8,549.63,11.908
14.697,1003.2,75.798,4.7501,24.882,1086.5,549.94,11.899
15.023,1003.1,78.216,5.414,28.777,1093.3,541.4,12.815
15.338,1002.3,78.226,5.883,31.451,1099.8,536.33,13.431
15.773,1002.2,78.291,4.8587,24.688,1085.6,550.0,11.923
15.715,1001.4,82.351,5.9539,31.552,1098.5,534.84,13.49
15.236,1000.9,85.673,5.9778,31.765,1099.9,535.03,13.618
14.76,1000.8,91.393,6.0342,31.443,1100.2,535.82,13.639
13.602,1001.6,97.318,6.297,31.761,1099.6,534.54,13.589
12.582,1001.2,97.915,5.2581,24.696,1085.6,549.85,11.933
12.5,1001.2,95.937,5.214,24.561,1084.8,549.72,11.963
12.767,1001.2,88.172,6.1001,31.657,1099.4,535.08,13.495
12.851,1002.2,88.92,5.3235,26.883,1097.3,549.59,12.416
12.484,1003.0,92.216,5.0419,24.542,1085.3,550.11,11.871
12.106,1003.5,91.992,5.015,24.647,1085.8,550.23,11.875
12.223,1003.8,84.969,4.7797,24.513,1085.4,550.19,11.995
11.786,1004.4,77.992,4.6471,24.39,1084.6,549.73,11.809
11.016,1005.0,77.355,3.9351,19.586,1050.4,546.34,10.436
10.385,1005.2,78.493,3.8825,19.528,1047.9,544.99,10.422
10.695,1005.3,73.419,3.7831,19.344,1051.1,547.81,10.355
10.147,1005.4,75.595,3.8633,19.46,1047.0,544.44,10.399
10.484,1005.8,72.717,3.853,19.356,1050.0,547.05,10.396
9.58,1006.0,79.936,3.9083,19.524,1045.0,543.11,10.415
9.5177,1006.4,86.804,3.9771,19.483,1046.3,543.92,10.405
11.237,1007.0,80.115,4.3302,21.941,1067.2,548.28,11.157
12.611,1007.4,83.727,5.5897,29.735,1097.9,540.57,13.12
13.772,1007.8,74.028,5.5729,29.884,1099.9,541.29,13.047
14.746,1007.6,68.646,5.5424,29.45,1099.8,542.86,12.96
15.256,1007.5,64.994,4.8966,24.71,1085.2,549.27,11.964
16.092,1007.0,59.982,6.1594,32.708,1100.0,531.71,13.765
16.931,1006.2,59.564,5.7027,29.896,1099.7,540.82,13.137
17.201,1005.6,61.552,4.8775,24.552,1084.2,549.84,11.962
17.1,1005.1,66.536,4.9326,24.738,1085.6,550.24,11.924
17.637,1004.7,61.288,4.9691,25.059,1087.9,549.88,11.957
17.394,1004.4,65.122,4.8561,24.727,1085.6,550.28,11.824
15.629,1003.9,74.41,5.7497,30.785,1099.3,537.74,13.349
14.749,1003.9,75.59,5.5596,29.47,1099.8,542.26,13.017
14.009,1004.1,78.356,4.8333,24.962,1087.2,550.09,11.945
12.892,1004.0,82.074,4.7927,24.507,1085.2,550.08,11.882
12.128,1003.9,84.586,4.8409,24.638,1086.0,550.33,11.981
11.585,1003.8,87.378,4.8751,24.669,1086.1,549.92,11.997
13.119,1003.5,82.711,4.8464,24.738,1086.4,550.07,11.854
13.566,1003.4,81.531,4.8294,24.833,1085.2,550.32,11.718
13.081,1002.9,83.544,4.0373,19.813,1055.8,549.84,10.522
11.436,1002.4,83.305,4.0724,19.579,1048.4,546.05,10.356
10.111,1001.9,86.377,4.1487,19.461,1049.0,546.6,10.366
9.8025,1001.6,88.849,4.1345,19.449,1049.4,547.0,10.359
10.278,1001.6,89.08,4.0867,19.365,1051.2,548.27,10.367
12.612,1001.5,82.68,4.4881,22.23,1070.6,550.13,11.214
15.168,1001.8,73.431,4.8512,24.487,1084.0,550.08,11.763
16.454,1002.1,70.894,4.9047,24.613,1085.1,550.27,11.721
17.115,1002.1,72.096,4.1532,19.952,1056.8,550.01,10.489
18.544,1001.9,67.375,4.1629,19.956,1056.5,549.97,10.486
19.338,1001.5,64.097,4.1886,20.081,1057.0,549.96,10.55
19.359,1001.3,65.672,4.1509,19.964,1056.6,550.19,10.443
19.827,1001.0,65.294,4.2571,20.403,1057.0,549.94,10.502
20.151,1001.3,64.315,4.212,20.31,1057.4,550.04,10.488
19.619,1002.3,66.912,4.1034,19.991,1056.6,550.01,10.472
14.971,1004.5,81.56,4.0195,19.431,1054.1,549.7,10.47
10.73,1006.0,95.614,4.6343,22.496,1069.5,547.38,11.304
9.7444,1008.0,94.785,4.9123,24.501,1086.0,549.89,11.979
9.0928,1009.7,94.284,4.809,24.047,1084.1,549.96,11.902
8.3819,1010.6,95.95,4.8254,24.016,1084.4,550.05,11.848
7.544,1011.8,97.514,4.8837,23.948,1084.1,550.15,11.85
6.2941,1012.6,98.379,4.4303,20.216,1044.7,538.83,10.732
5.8088,1013.0,100.14,5.0658,24.072,1085.2,549.71,11.874
6.2205,1013.2,100.17,5.0369,24.223,1086.1,549.93,11.887
6.6964,1013.3,100.16,4.341,20.069,1059.6,549.39,10.655
7.2194,1013.1,100.14,4.1364,19.432,1056.0,550.0,10.467
7.9963,1013.6,97.845,4.1208,19.479,1056.0,549.97,10.456
7.9468,1014.0,95.461,4.1026,19.392,1055.5,549.83,10.532
7.5976,1014.6,94.657,4.1499,19.53,1056.5,549.52,10.583
7.5437,1015.0,94.194,4.7442,23.549,1080.5,549.98,11.657
8.0626,1015.2,94.337,5.016,25.506,1091.3,550.09,12.179
9.1867,1015.8,90.103,4.923,25.61,1092.2,550.03,12.215
10.465,1016.1,84.012,4.6886,24.496,1085.8,550.02,11.882
11.512,1016.4,83.988,4.7532,24.479,1085.7,549.98,12.012
12.172,1016.2,82.439,4.7617,24.503,1086.1,550.05,11.969
12.8,1016.0,78.646,4.7489,24.486,1085.7,549.97,11.874
13.288,1015.6,68.414,4.7454,24.571,1086.0,549.96,11.875
13.303,1015.3,58.964,4.7452,24.615,1086.1,550.12,11.894
13.125,1015.0,61.577,4.7604,24.751,1086.9,550.08,11.928
12.653,1014.8,64.328,4.7101,24.57,1085.9,550.06,11.915
11.34,1014.7,74.867,4.7941,25.461,1090.8,549.85,12.111
10.506,1015.0,78.224,4.6301,24.439,1085.0,550.14,11.764
10.212,1015.4,78.741,4.5661,24.264,1084.4,550.15,11.946
9.4016,1015.6,81.178,4.6996,24.407,1085.5,550.23,11.83
7.9999,1015.9,85.801,4.7399,23.97,1082.7,549.96,11.695
7.1834,1015.9,87.541,4.8089,24.196,1084.4,550.07,11.878
6.4643,1015.6,88.827,4.81,24.122,1084.1,550.13,11.874
6.2771,1015.4,89.148,4.3061,21.12,1063.0,548.05,10.945
6.2723,1015.4,87.875,4.0834,19.491,1055.3,549.43,10.524
6.1406,1015.3,86.856,4.0728,19.429,1055.0,549.46,10.585
5.8519,1016.0,87.812,4.1929,20.366,1060.3,549.09,10.8
6.5204,1016.5,90.781,4.7958,24.059,1083.8,549.94,11.82
8.5815,1016.8,95.871,5.4805,28.233,1091.6,541.05,12.778
11.428,1017.3,93.642,4.9069,24.697,1085.8,549.45,11.923
13.024,1017.4,86.272,4.8443,24.657,1086.3,549.89,12.069
13.89,1017.3,82.56,4.818,24.669,1086.7,549.81,12.07
14.657,1017.0,79.817,4.8099,24.737,1086.9,549.62,12.068
15.65,1016.6,73.466,4.8714,25.02,1088.2,549.98,12.02
16.163,1016.2,70.4,5.4661,29.057,1099.6,543.14,12.983
16.132,1015.8,73.936,5.4468,29.253,1099.6,542.67,12.92
15.887,1015.4,74.911,5.1511,27.293,1099.6,549.66,12.455
15.482,1015.2,78.51,4.7707,24.884,1087.1,550.24,11.868
14.746,1015.2,82.832,4.8887,24.856,1086.8,549.77,11.888
13.951,1015.4,86.05,4.8706,24.721,1086.0,550.13,11.907
13.354,1015.7,88.711,4.9838,24.653,1085.9,550.19,11.96
13.016,1015.6,89.988,5.0393,24.503,1085.3,550.11,11.874
12.674,1015.8,90.289,4.9911,24.278,1083.9,550.17,11.796
12.206,1016.0,90.547,4.4586,20.664,1061.0,549.21,10.835
11.108,1016.0,91.451,4.3709,19.841,1053.1,546.92,10.548
10.741,1015.6,93.073,4.3596,19.509,1049.8,546.35,10.497
10.301,1015.4,91.778,4.3857,19.489,1051.0,547.17,10.494
9.2585,1015.5,92.222,4.4024,19.657,1044.4,542.07,10.458
8.8932,1015.7,93.417,4.475,19.977,1040.8,538.62,10.486
8.4635,1016.0,93.91,4.505,19.882,1039.6,538.06,10.514
8.3597,1016.3,95.043,4.5126,19.653,1043.8,541.48,10.566
9.2776,1016.7,97.436,5.0183,22.842,1070.4,546.79,11.472
11.524,1016.8,98.618,6.5332,32.949,1099.6,530.21,13.957
14.043,1016.9,89.856,6.0984,32.206,1099.9,532.83,13.758
15.144,1016.8,83.215,5.9178,31.716,1099.8,534.04,13.601
15.571,1016.7,82.193,5.7273,30.732,1100.0,538.07,13.362
16.147,1016.2,79.582,5.7301,30.549,1099.8,538.76,13.281
17.299,1015.7,71.745,5.4957,29.196,1100.3,542.89,13.002
18.139,1014.8,69.079,6.122,33.119,1100.2,529.94,13.865
18.67,1014.1,67.116,5.774,31.04,1100.0,536.86,13.447
18.487,1013.8,67.975,5.7798,31.188,1100.4,536.76,13.532
18.98,1014.1,65.882,5.2822,27.682,1100.1,548.25,12.688
17.898,1014.3,71.53,5.1063,26.509,1097.4,549.9,12.504
16.294,1014.5,78.27,5.2132,27.449,1099.1,547.83,12.641
16.132,1014.2,80.223,4.9515,25.745,1092.7,549.58,12.077
16.47,1013.9,79.977,4.8185,24.804,1087.1,549.92,11.917
16.615,1013.9,80.331,4.7541,24.486,1085.7,550.17,11.844
16.925,1013.9,78.684,4.0449,20.099,1057.7,549.22,10.667
16.099,1014.1,85.043,4.0731,19.528,1054.8,549.72,10.453
15.228,1013.7,90.742,4.3267,19.672,1056.2,549.95,10.468
14.907,1013.5,90.733,4.3967,19.51,1055.1,549.91,10.402
14.381,1013.3,90.495,4.3241,19.455,1055.0,549.98,10.39
13.863,1013.4,90.231,4.3092,19.408,1054.4,549.87,10.399
13.064,1013.7,91.424,4.3024,19.3,1054.2,549.66,10.378
12.878,1013.9,92.328,4.3099,19.346,1052.4,548.63,10.294
13.044,1014.1,93.153,4.9077,22.819,1074.6,549.8,11.398
13.812,1014.1,94.057,5.9341,29.287,1094.0,539.32,13.032
15.448,1014.2,92.705,6.1461,31.321,1100.0,535.87,13.524
17.741,1014.0,83.39,5.902,31.165,1100.0,536.53,13.481
19.221,1013.5,74.965,5.8381,30.812,1099.9,537.71,13.371
20.097,1012.7,69.66,5.8039,30.769,1100.2,538.1,13.412
21.313,1012.1,61.482,5.8036,30.757,1100.2,538.37,13.477
20.932,1011.4,71.167,5.7464,30.766,1100.1,538.32,13.411
19.317,1010.8,76.043,4.8961,25.36,1089.0,549.99,12.003
19.07,1010.2,71.563,4.8507,25.255,1088.9,550.13,11.989
19.176,1010.2,68.963,4.8582,25.329,1088.9,549.78,12.027
18.585,1010.5,72.259,4.8719,25.066,1088.1,549.92,11.997
17.423,1010.7,79.298,4.8438,25.023,1087.8,549.91,11.986
17.124,1011.1,79.435,4.8371,25.006,1087.8,549.69,11.986
17.254,1010.7,78.862,4.8569,25.259,1089.2,549.99,12.036
17.459,1010.0,79.612,4.9006,25.154,1088.9,550.19,11.975
16.993,1009.5,82.726,4.04,19.805,1056.9,550.19,10.576
16.917,1008.9,85.008,4.054,19.783,1056.2,549.98,10.51
16.649,1008.2,86.479,4.1215,19.7,1055.8,549.88,10.434
15.771,1007.8,93.231,4.2526,19.605,1055.4,549.94,10.412
15.343,1007.1,91.331,4.2252,19.575,1055.0,549.99,10.39
14.585,1006.5,93.284,4.4478,19.519,1054.8,550.05,10.37
14.136,1006.1,93.05,4.44,19.442,1054.5,550.0,10.366
13.548,1006.0,93.629,4.5099,19.45,1053.7,549.68,10.317
14.009,1005.7,94.694,5.1502,23.47,1077.5,550.06,11.44
15.828,1005.7,90.615,5.7406,29.519,1095.0,539.87,12.92
18.021,1005.8,74.963,5.7474,30.681,1100.1,538.71,13.357
18.938,1005.7,73.207,5.8274,30.931,1100.3,537.79,13.464
19.879,1005.1,69.626,5.966,31.596,1099.9,535.97,13.468
20.839,1004.7,64.898,5.8502,30.679,1099.9,538.83,13.303
21.365,1004.2,67.484,5.9264,30.673,1099.9,538.44,13.281
21.643,1003.5,71.25,5.0941,25.565,1089.3,549.63,11.975
21.916,1002.9,68.117,5.0946,25.458,1088.8,549.57,11.872
21.368,1002.6,69.955,4.1608,20.296,1058.4,549.79,10.554
20.402,1002.4,73.725,4.0762,20.078,1056.6,550.25,10.465
19.042,1002.5,80.181,4.067,19.946,1056.4,550.01,10.473
18.158,1002.9,82.313,4.0505,19.861,1056.0,549.99,10.453
17.385,1003.3,85.264,4.0647,19.724,1055.4,550.02,10.466
16.99,1003.5,87.241,4.7467,23.542,1078.2,549.92,11.493
17.109,1003.5,86.483,5.0067,25.139,1088.2,549.84,12.097
16.449,1003.4,88.965,4.6423,22.548,1073.2,550.19,11.248
16.149,1003.2,91.077,4.1972,19.715,1056.0,550.02,10.454
16.812,1003.0,92.134,4.2255,19.924,1056.5,549.83,10.45
17.364,1002.7,90.914,4.2622,20.089,1057.6,549.97,10.496
17.203,1002.5,91.216,4.2398,19.932,1057.0,550.1,10.502
16.972,1002.4,90.788,4.2145,19.684,1055.8,550.03,10.457
16.653,1002.8,91.667,4.2352,19.6,1055.5,550.04,10.416
16.445,1003.3,93.921,4.3031,19.884,1056.8,549.99,10.496
16.769,1003.4,93.308,6.227,31.319,1099.9,536.44,13.424
17.7,1003.6,89.808,6.1046,30.707,1100.0,538.31,13.359
18.799,1003.8,84.972,5.9717,30.615,1099.9,538.59,13.345
19.372,1003.8,82.547,5.8406,30.224,1100.3,540.31,13.334
20.16,1003.7,78.53,5.869,30.424,1100.0,539.18,13.329
21.005,1003.4,75.51,5.9491,31.165,1100.0,537.17,13.412
22.458,1002.9,65.721,5.8817,30.797,1099.7,538.5,13.378
23.174,1002.2,64.416,5.8325,30.49,1100.1,539.74,13.249
23.418,1001.7,62.608,5.7706,30.015,1100.0,541.17,13.179
22.321,1001.3,64.997,5.7444,30.47,1099.7,539.64,13.188
21.468,1001.1,65.897,5.7264,30.591,1100.0,539.55,13.278
20.081,1001.2,68.996,5.7596,31.051,1100.1,537.8,13.395
18.399,1001.1,71.939,5.5976,30.225,1100.0,540.48,13.248
17.71,1001.1,71.958,5.7198,30.936,1100.0,537.98,13.36
17.43,1001.0,73.951,4.8813,25.42,1088.1,548.83,12.028
16.399,1000.9,76.924,4.7802,24.907,1085.9,549.74,11.967
16.028,1000.1,80.14,4.4302,22.664,1072.7,549.82,11.269
15.984,999.28,81.387,3.9291,19.657,1055.1,549.95,10.286
15.959,998.7,84.359,4.045,19.648,1054.7,549.77,10.225
15.575,998.15,86.284,3.9892,18.708,1038.5,543.22,10.108
15.23,997.49,86.104,3.9344,18.628,1037.4,542.64,10.065
15.347,996.73,87.76,3.9121,18.529,1040.0,544.67,10.058
15.75,996.66,88.051,3.9258,18.576,1041.0,545.56,10.057
15.688,996.55,86.78,3.9362,18.629,1039.0,543.79,10.085
15.768,996.29,88.269,3.9381,18.604,1040.9,545.62,10.126
17.196,995.96,83.276,4.1779,20.454,1057.9,549.36,10.587
19.198,995.84,73.56,4.1951,20.466,1059.2,549.96,10.663
20.797,995.74,65.299,4.2849,20.498,1059.5,550.05,10.636
21.44,995.66,65.101,4.2534,20.426,1059.3,549.97,10.609
22.314,995.28,60.58,4.2392,20.298,1058.0,550.02,10.514
22.568,994.76,58.787,4.1838,19.908,1055.2,550.0,10.41
22.876,993.9,57.85,4.266,20.437,1058.2,550.05,10.458
22.698,993.23,57.69,4.2713,20.474,1058.6,550.26,10.524
22.18,993.01,57.331,4.1753,20.255,1056.6,550.01,10.439
21.517,993.3,53.275,4.1601,20.529,1058.2,550.2,10.535
20.086,993.97,54.626,4.0066,20.049,1056.2,550.0,10.53
